#,DATE,Scrip,LTP*,High,Low,Open,Close,YCP,Trade,VALUE (mn),Volume,Date,Breakout,Bullish,Bearish,MonthlyReturn,DailyReturn
447,2025-10-22,TB15Y0529,0,0,0,0,107.39,106.88,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
448,2025-10-22,TB15Y0535,0,0,0,0,95.73,95.77,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
449,2025-10-22,TB15Y0626,0,0,0,0,100,99.96,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
450,2025-10-22,TB15Y0627,0,0,0,0,103.53,103.41,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
451,2025-10-22,TB15Y0628,0,0,0,0,106.74,106.18,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
452,2025-10-22,TB15Y0629,0,0,0,0,107.5,107.09,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
453,2025-10-22,TB15Y0635,0,0,0,0,94.4,94.44,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
454,2025-10-22,TB15Y0637,0,0,0,0,92.66,92.67,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
455,2025-10-22,TB15Y0727,0,0,0,0,103.76,103.61,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
456,2025-10-22,TB15Y0728,0,0,0,0,106.95,106.32,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
457,2025-10-22,TB15Y0729,0,0,0,0,107.3,107,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
458,2025-10-22,TB15Y0730,0,0,0,0,101.82,101.86,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
459,2025-10-22,TB15Y0736,0,0,0,0,73.82,73.84,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
460,2025-10-22,TB15Y0826,0,0,0,0,100.19,100.17,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
461,2025-10-22,TB15Y0828,0,0,0,0,107.16,106.47,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
